Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4030,1,SENIOR UNIT,1/11/2018,14/11/2018,21/11/2018,Public Housing,108,13,7,20,BRISBANE,CLAYFIELD
4017,3,DETACHED HOUSE,2/08/2018,17/08/2018,7/09/2018,Public Housing,105,15,21,36,BRISBANE,SANDGATE
4034,1,SENIOR UNIT,14/03/2019,28/03/2019,8/05/2019,Public Housing,105,14,41,55,BRISBANE,NUDGEE
4151,1,APARTMENT,1/11/2018,1/11/2018,6/11/2018,Public Housing,107,0,5,5,BRISBANE,GREENSLOPES
4151,1,APARTMENT,6/06/2019,19/06/2019,24/06/2019,Public Housing,107,13,5,18,BRISBANE,GREENSLOPES
4012,1,APARTMENT,17/07/2018,7/08/2018,13/08/2018,Public Housing,105,21,6,27,BRISBANE,NUDGEE
4012,1,APARTMENT,5/10/2018,5/02/2019,21/02/2019,Public Housing,105,123,16,139,BRISBANE,NUDGEE
4178,1,SENIOR UNIT,31/10/2018,19/11/2018,23/11/2018,Public Housing,109,19,4,23,BRISBANE,LYTTON
4051,1,SENIOR UNIT,31/08/2018,13/09/2018,14/09/2018,Public Housing,108,13,1,14,BRISBANE,EVERTON
4171,1,APARTMENT,29/03/2019,13/05/2019,20/05/2019,Public Housing,109,45,7,52,BRISBANE,BULIMBA
4171,1,APARTMENT,11/02/2019,11/03/2019,20/03/2019,Public Housing,109,28,9,37,BRISBANE,BULIMBA
4171,1,SENIOR UNIT,24/07/2018,9/08/2018,30/08/2018,Public Housing,109,16,21,37,BRISBANE,BULIMBA
4103,2,ATTACHED HOUSING,18/09/2018,4/10/2018,17/10/2018,Public Housing,107,16,13,29,BRISBANE,MILLER
4103,2,ATTACHED HOUSING,16/01/2019,31/01/2019,6/02/2019,Public Housing,107,15,6,21,BRISBANE,MILLER
4178,1,SENIOR UNIT,18/12/2018,11/01/2019,1/02/2019,Public Housing,109,24,21,45,BRISBANE,LYTTON
4051,2,ATTACHED HOUSING,28/08/2018,28/08/2018,28/08/2018,Public Housing,108,0,0,0,BRISBANE,STAFFORD
4051,2,ATTACHED HOUSING,28/08/2018,19/09/2018,17/04/2019,Public Housing,108,22,210,232,BRISBANE,STAFFORD
4036,3,DETACHED HOUSE,7/09/2018,5/10/2018,26/11/2018,Public Housing,105,28,52,80,BRISBANE,SANDGATE
4178,1,SENIOR UNIT,18/09/2018,8/10/2018,10/10/2018,Public Housing,109,20,2,22,BRISBANE,LYTTON
4005,1,APARTMENT,12/12/2018,9/01/2019,14/01/2019,Public Housing,108,28,5,33,BRISBANE,MCCONNEL
4101,2,APARTMENT,26/04/2019,26/04/2019,26/04/2019,Public Housing,108,0,0,0,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,26/04/2019,15/05/2019,30/05/2019,Public Housing,108,19,15,34,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,8/02/2019,26/02/2019,1/03/2019,Public Housing,108,18,3,21,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,20/11/2018,20/11/2018,20/11/2018,Public Housing,108,0,0,0,BRISBANE,SOUTH BRISBANE
4122,1,APARTMENT,16/10/2018,30/10/2018,8/11/2018,Public Housing,107,14,9,23,BRISBANE,MANSFIELD
4170,2,ATTACHED HOUSING,1/04/2019,16/04/2019,23/04/2019,Public Housing,109,15,7,22,BRISBANE,BULIMBA
4170,2,ATTACHED HOUSING,8/11/2018,22/11/2018,26/11/2018,Public Housing,109,14,4,18,BRISBANE,BULIMBA
4178,1,SENIOR UNIT,15/06/2018,9/07/2018,9/07/2018,Public Housing,109,24,0,24,BRISBANE,LYTTON
4103,2,ATTACHED HOUSING,27/06/2018,2/08/2018,16/08/2018,Public Housing,107,36,14,50,BRISBANE,SOUTH BRISBANE
4103,2,ATTACHED HOUSING,10/05/2019,23/05/2019,29/05/2019,Public Housing,107,13,6,19,BRISBANE,SOUTH BRISBANE
4034,2,CLUSTER HOUSING,16/10/2018,1/11/2018,17/12/2018,Public Housing,105,16,46,62,BRISBANE,NUDGEE
4170,1,SENIOR UNIT,29/06/2018,18/07/2018,24/07/2018,Public Housing,109,19,6,25,BRISBANE,BULIMBA
4170,3,ATTACHED HOUSING,23/11/2018,14/12/2018,4/01/2019,Public Housing,109,21,21,42,BRISBANE,BULIMBA
4170,2,APARTMENT,25/07/2018,8/08/2018,22/08/2018,Public Housing,109,14,14,28,BRISBANE,BULIMBA
4013,1,SENIOR UNIT,21/06/2019,21/06/2019,21/06/2019,Public Housing,105,0,0,0,BRISBANE,NUDGEE
4013,1,SENIOR UNIT,13/02/2019,19/02/2019,3/04/2019,Public Housing,105,6,43,49,BRISBANE,NUDGEE
4102,1,SENIOR UNIT,5/03/2019,18/03/2019,21/03/2019,Public Housing,107,13,3,16,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,6/09/2018,18/09/2018,21/09/2018,Public Housing,108,12,3,15,BRISBANE,SOUTH BRISBANE
4170,1,SENIOR UNIT,11/12/2018,21/12/2018,7/01/2019,Public Housing,109,10,17,27,BRISBANE,BULIMBA
4077,1,SENIOR UNIT,10/07/2018,24/07/2018,25/07/2018,Public Housing,104,14,1,15,BRISBANE,INALA
4064,1,SENIOR UNIT,16/08/2018,3/09/2018,10/09/2018,Public Housing,108,18,7,25,BRISBANE,COOPER
4030,1,APARTMENT,13/03/2019,1/04/2019,1/04/2019,Public Housing,108,19,0,19,BRISBANE,CLAYFIELD
4030,1,APARTMENT,8/03/2019,8/03/2019,8/03/2019,Public Housing,108,0,0,0,BRISBANE,CLAYFIELD
4030,1,APARTMENT,3/12/2018,14/12/2018,10/01/2019,Public Housing,108,11,27,38,BRISBANE,CLAYFIELD
4120,1,SENIOR UNIT,25/09/2018,17/10/2018,26/10/2018,Public Housing,107,22,9,31,BRISBANE,GREENSLOPES
4012,1,APARTMENT,12/11/2018,26/11/2018,9/01/2019,Public Housing,105,14,44,58,BRISBANE,NUDGEE
4030,2,ATTACHED HOUSING,25/09/2018,5/10/2018,10/10/2018,Public Housing,108,10,5,15,BRISBANE,CLAYFIELD
4030,2,ATTACHED HOUSING,29/11/2018,13/12/2018,18/12/2018,Public Housing,108,14,5,19,BRISBANE,CLAYFIELD
4031,1,SENIOR UNIT,24/07/2018,3/08/2018,30/08/2018,Public Housing,105,10,27,37,BRISBANE,CLAYFIELD
4122,1,APARTMENT,26/11/2018,14/12/2018,18/12/2018,Public Housing,107,18,4,22,BRISBANE,MANSFIELD
4122,1,APARTMENT,4/03/2019,6/03/2019,7/03/2019,Public Housing,107,2,1,3,BRISBANE,MANSFIELD
4169,1,APARTMENT,13/09/2018,28/09/2018,5/10/2018,Public Housing,108,15,7,22,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,1/03/2019,14/03/2019,18/03/2019,Public Housing,108,13,4,17,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,27/02/2019,14/03/2019,21/03/2019,Public Housing,108,15,7,22,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,9/11/2018,30/11/2018,10/12/2018,Public Housing,108,21,10,31,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,26/06/2018,10/07/2018,11/07/2018,Public Housing,108,14,1,15,BRISBANE,SOUTH BRISBANE
4034,1,SENIOR UNIT,29/04/2019,8/05/2019,20/05/2019,Public Housing,105,9,12,21,BRISBANE,NUDGEE
4113,4,DETACHED HOUSE,4/01/2019,29/01/2019,1/02/2019,Public Housing,107,25,3,28,BRISBANE,TOOHEY
4031,1,SENIOR UNIT,13/02/2019,28/02/2019,27/03/2019,Public Housing,105,15,27,42,BRISBANE,STAFFORD
4006,2,APARTMENT,8/02/2019,22/02/2019,22/02/2019,Public Housing,108,14,0,14,BRISBANE,MCCONNEL
4006,2,APARTMENT,5/02/2019,8/02/2019,8/02/2019,Public Housing,108,3,0,3,BRISBANE,MCCONNEL
4006,1,APARTMENT,17/04/2019,23/05/2019,27/05/2019,Public Housing,108,36,4,40,BRISBANE,MCCONNEL
4006,1,APARTMENT,16/05/2019,3/06/2019,11/06/2019,Public Housing,108,18,8,26,BRISBANE,MCCONNEL
4006,2,APARTMENT,29/06/2018,17/07/2018,18/07/2018,Public Housing,108,18,1,19,BRISBANE,MCCONNEL
4075,2,APARTMENT,25/07/2018,9/08/2018,10/08/2018,Public Housing,104,15,1,16,BRISBANE,MOUNT OMMANEY
4005,1,SENIOR UNIT,3/10/2018,19/10/2018,23/10/2018,Public Housing,108,16,4,20,BRISBANE,MCCONNEL
4007,1,SENIOR UNIT,2/05/2019,22/05/2019,28/05/2019,Public Housing,108,20,6,26,BRISBANE,CLAYFIELD
4032,1,APARTMENT,5/03/2019,20/03/2019,1/05/2019,Public Housing,105,15,42,57,BRISBANE,STAFFORD
4122,1,SENIOR UNIT,23/11/2018,23/11/2018,23/11/2018,Public Housing,107,0,0,0,BRISBANE,MANSFIELD
4122,1,SENIOR UNIT,23/11/2018,23/11/2018,23/11/2018,Public Housing,107,0,0,0,BRISBANE,MANSFIELD
4075,1,SENIOR UNIT,3/07/2018,12/07/2018,16/07/2018,Public Housing,104,9,4,13,BRISBANE,MILLER
4005,2,APARTMENT,4/03/2019,20/03/2019,20/03/2019,Public Housing,108,16,0,16,BRISBANE,MCCONNEL
4068,2,APARTMENT,9/01/2019,22/01/2019,24/01/2019,Public Housing,108,13,2,15,BRISBANE,MAIWAR
4170,1,SENIOR UNIT,3/10/2018,1/11/2018,12/11/2018,Public Housing,109,29,11,40,BRISBANE,BULIMBA
4170,1,SENIOR UNIT,16/07/2018,30/07/2018,14/08/2018,Public Housing,109,14,15,29,BRISBANE,BULIMBA
4006,1,APARTMENT,12/11/2018,6/12/2018,12/12/2018,Public Housing,108,24,6,30,BRISBANE,MCCONNEL
4006,1,APARTMENT,28/03/2019,28/03/2019,29/03/2019,Public Housing,108,0,1,1,BRISBANE,MCCONNEL
4051,3,ATTACHED HOUSING,25/10/2018,14/11/2018,7/12/2018,Public Housing,108,20,23,43,BRISBANE,FERNY GROVE
4053,1,SENIOR UNIT,13/02/2019,22/02/2019,8/04/2019,Public Housing,105,9,45,54,BRISBANE,EVERTON
4053,1,SENIOR UNIT,18/04/2019,8/05/2019,20/05/2019,Public Housing,105,20,12,32,BRISBANE,EVERTON
4122,1,SENIOR UNIT,14/01/2019,30/01/2019,5/02/2019,Public Housing,107,16,6,22,BRISBANE,MANSFIELD
4174,3,DETACHED HOUSE,23/07/2018,22/08/2018,24/08/2018,Public Housing,109,30,2,32,BRISBANE,LYTTON
4120,1,SENIOR UNIT,23/05/2019,4/06/2019,10/06/2019,Public Housing,107,12,6,18,BRISBANE,GREENSLOPES
4051,1,SENIOR UNIT,17/04/2019,10/05/2019,14/05/2019,Public Housing,108,23,4,27,BRISBANE,EVERTON
4051,1,SENIOR UNIT,16/08/2018,4/09/2018,6/09/2018,Public Housing,108,19,2,21,BRISBANE,EVERTON
4006,1,APARTMENT,13/06/2018,29/06/2018,3/07/2018,Public Housing,108,16,4,20,BRISBANE,MCCONNEL
4051,2,ATTACHED HOUSING,18/09/2018,4/10/2018,8/10/2018,Public Housing,108,16,4,20,BRISBANE,FERNY GROVE
4060,1,SENIOR UNIT,30/04/2019,13/05/2019,17/05/2019,Public Housing,108,13,4,17,BRISBANE,COOPER
4120,1,SENIOR UNIT,20/08/2018,11/09/2018,9/10/2018,Public Housing,107,22,28,50,BRISBANE,GREENSLOPES
4051,1,SENIOR UNIT,12/12/2018,24/12/2018,14/01/2019,Public Housing,108,12,21,33,BRISBANE,STAFFORD
4075,1,SENIOR UNIT,7/06/2019,17/06/2019,17/06/2019,Public Housing,104,10,0,10,BRISBANE,MILLER
4171,1,SENIOR UNIT,21/08/2018,4/09/2018,6/09/2018,Public Housing,109,14,2,16,BRISBANE,BULIMBA
4171,1,SENIOR UNIT,21/08/2018,21/08/2018,21/08/2018,Public Housing,109,0,0,0,BRISBANE,BULIMBA
4051,1,APARTMENT,23/04/2019,14/05/2019,24/05/2019,Public Housing,108,21,10,31,BRISBANE,STAFFORD
4051,1,APARTMENT,27/07/2018,8/08/2018,8/08/2018,Public Housing,108,12,0,12,BRISBANE,STAFFORD
4051,1,APARTMENT,27/03/2019,11/04/2019,29/04/2019,Public Housing,108,15,18,33,BRISBANE,STAFFORD
4051,1,APARTMENT,25/06/2018,2/07/2018,4/07/2018,Public Housing,108,7,2,9,BRISBANE,STAFFORD
4170,1,APARTMENT,27/11/2018,18/12/2018,4/01/2019,Public Housing,109,21,17,38,BRISBANE,BULIMBA
4031,1,APARTMENT,26/06/2018,27/07/2018,9/08/2018,Public Housing,105,31,13,44,BRISBANE,STAFFORD
4151,1,APARTMENT,31/07/2018,21/08/2018,7/09/2018,Public Housing,107,21,17,38,BRISBANE,GREENSLOPES
4179,1,APARTMENT,9/10/2018,31/10/2018,9/11/2018,Public Housing,109,22,9,31,BRISBANE,LYTTON
4178,2,APARTMENT,28/09/2018,22/10/2018,7/11/2018,Public Housing,109,24,16,40,BRISBANE,LYTTON
4012,2,APARTMENT,23/04/2019,14/05/2019,20/05/2019,Public Housing,105,21,6,27,BRISBANE,NUDGEE
4178,1,SENIOR UNIT,2/10/2018,17/10/2018,12/11/2018,Public Housing,109,15,26,41,BRISBANE,LYTTON
4178,1,SENIOR UNIT,27/02/2019,19/03/2019,20/03/2019,Public Housing,109,20,1,21,BRISBANE,LYTTON
4012,1,SENIOR UNIT,19/10/2018,2/11/2018,10/12/2018,Public Housing,105,14,38,52,BRISBANE,NUDGEE
4108,2,DETACHED HOUSE,13/07/2018,8/08/2018,9/08/2018,Public Housing,107,26,1,27,BRISBANE,TOOHEY
4012,2,ATTACHED HOUSING,13/05/2019,13/05/2019,13/05/2019,Public Housing,105,0,0,0,BRISBANE,NUDGEE
4068,1,SENIOR UNIT,24/07/2018,3/08/2018,7/08/2018,Public Housing,108,10,4,14,BRISBANE,MAIWAR
4032,1,SENIOR UNIT,21/01/2019,1/02/2019,6/02/2019,Public Housing,105,11,5,16,BRISBANE,STAFFORD
4031,1,SENIOR UNIT,21/11/2018,21/11/2018,21/11/2018,Public Housing,105,0,0,0,BRISBANE,STAFFORD
4059,1,APARTMENT,13/05/2019,3/06/2019,17/06/2019,Public Housing,108,21,14,35,BRISBANE,COOPER
4059,1,APARTMENT,12/07/2018,24/07/2018,25/07/2018,Public Housing,108,12,1,13,BRISBANE,COOPER
4059,1,APARTMENT,20/03/2019,3/04/2019,2/05/2019,Public Housing,108,14,29,43,BRISBANE,COOPER
4059,2,ATTACHED HOUSING,11/04/2019,30/04/2019,22/05/2019,Public Housing,108,19,22,41,BRISBANE,COOPER
4059,2,ATTACHED HOUSING,18/04/2019,14/05/2019,12/06/2019,Public Housing,108,26,29,55,BRISBANE,COOPER
4121,1,APARTMENT,24/04/2019,15/05/2019,20/05/2019,Public Housing,107,21,5,26,BRISBANE,GREENSLOPES
4054,5,DETACHED HOUSE,14/06/2019,14/06/2019,14/06/2019,Public Housing,108,0,0,0,BRISBANE,FERNY GROVE
4077,1,SENIOR UNIT,28/05/2018,28/06/2018,3/07/2018,Public Housing,104,31,5,36,BRISBANE,INALA
4051,1,APARTMENT,30/11/2018,17/12/2018,18/01/2019,Public Housing,108,17,32,49,BRISBANE,STAFFORD
4066,1,APARTMENT,11/09/2018,12/11/2018,16/11/2018,Public Housing,108,62,4,66,BRISBANE,MAIWAR
4000,2,APARTMENT,4/07/2018,23/07/2018,26/07/2018,Public Housing,108,19,3,22,BRISBANE,MCCONNEL
4000,3,ATTACHED HOUSING,20/09/2018,10/10/2018,16/10/2018,Public Housing,108,20,6,26,BRISBANE,MCCONNEL
4000,3,ATTACHED HOUSING,20/09/2018,20/09/2018,20/09/2018,Public Housing,108,0,0,0,BRISBANE,MCCONNEL
4000,3,ATTACHED HOUSING,19/09/2018,20/09/2018,20/09/2018,Public Housing,108,1,0,1,BRISBANE,MCCONNEL
4000,3,ATTACHED HOUSING,22/10/2018,2/11/2018,9/11/2018,Public Housing,108,11,7,18,BRISBANE,MCCONNEL
4151,1,APARTMENT,7/09/2018,27/09/2018,25/10/2018,Public Housing,107,20,28,48,BRISBANE,GREENSLOPES
4152,2,APARTMENT,11/03/2019,22/03/2019,3/04/2019,Public Housing,107,11,12,23,BRISBANE,CHATSWORTH
4018,1,SENIOR UNIT,27/06/2018,11/07/2018,13/07/2018,Public Housing,105,14,2,16,BRISBANE,SANDGATE
4170,2,ATTACHED HOUSING,20/12/2018,14/01/2019,25/01/2019,Public Housing,109,25,11,36,BRISBANE,BULIMBA
4034,1,SENIOR UNIT,14/03/2019,28/03/2019,7/05/2019,Public Housing,105,14,40,54,BRISBANE,ASPLEY
4012,1,ATTACHED HOUSING,8/11/2018,4/02/2019,8/02/2019,Public Housing,105,88,4,92,BRISBANE,NUDGEE
4012,1,ATTACHED HOUSING,18/04/2019,10/05/2019,15/05/2019,Public Housing,105,22,5,27,BRISBANE,NUDGEE
4113,5,DETACHED HOUSE,14/01/2019,15/02/2019,27/02/2019,Public Housing,107,32,12,44,BRISBANE,STRETTON
4012,1,APARTMENT,4/06/2018,22/06/2018,2/07/2018,Public Housing,105,18,10,28,BRISBANE,NUDGEE
4012,1,APARTMENT,11/03/2019,28/03/2019,5/04/2019,Public Housing,105,17,8,25,BRISBANE,NUDGEE
4178,1,SENIOR UNIT,16/10/2018,31/10/2018,5/11/2018,Public Housing,109,15,5,20,BRISBANE,LYTTON
4120,1,APARTMENT,18/09/2018,15/10/2018,16/10/2018,Public Housing,107,27,1,28,BRISBANE,GREENSLOPES
4120,1,APARTMENT,8/10/2018,25/10/2018,9/11/2018,Public Housing,107,17,15,32,BRISBANE,GREENSLOPES
4151,2,APARTMENT,7/09/2018,19/09/2018,3/10/2018,Public Housing,107,12,14,26,BRISBANE,GREENSLOPES
4151,2,APARTMENT,7/09/2018,7/09/2018,7/09/2018,Public Housing,107,0,0,0,BRISBANE,GREENSLOPES
4032,1,APARTMENT,16/08/2018,11/09/2018,9/10/2018,Public Housing,105,26,28,54,BRISBANE,STAFFORD
4032,1,APARTMENT,19/02/2019,19/02/2019,19/02/2019,Public Housing,105,0,0,0,BRISBANE,STAFFORD
4032,1,APARTMENT,19/02/2019,6/03/2019,9/04/2019,Public Housing,105,15,34,49,BRISBANE,STAFFORD
4032,2,SENIOR UNIT,11/03/2019,11/03/2019,25/03/2019,Public Housing,105,0,14,14,BRISBANE,STAFFORD
4101,1,APARTMENT,2/08/2018,3/08/2018,3/08/2018,Public Housing,108,1,0,1,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,24/10/2018,14/11/2018,16/11/2018,Public Housing,108,21,2,23,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,5/02/2019,5/02/2019,5/02/2019,Public Housing,108,0,0,0,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,5/02/2019,8/03/2019,13/03/2019,Public Housing,108,31,5,36,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,20/03/2019,3/04/2019,5/04/2019,Public Housing,108,14,2,16,BRISBANE,SOUTH BRISBANE
4077,2,APARTMENT,8/01/2019,8/01/2019,1/02/2019,Public Housing,104,0,24,24,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,23/01/2019,Public Housing,104,0,15,15,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,18/01/2019,Public Housing,104,0,10,10,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,7/02/2019,Public Housing,104,0,30,30,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,15/01/2019,Public Housing,104,0,7,7,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,14/01/2019,Public Housing,104,0,6,6,BRISBANE,INALA
4077,2,APARTMENT,8/01/2019,8/01/2019,18/01/2019,Public Housing,104,0,10,10,BRISBANE,INALA
4107,3,DETACHED HOUSE,17/01/2019,4/02/2019,6/02/2019,Public Housing,107,18,2,20,BRISBANE,TOOHEY
4122,3,DETACHED HOUSE,27/11/2018,27/11/2018,27/11/2018,Public Housing,107,0,0,0,BRISBANE,MANSFIELD
4122,2,DETACHED HOUSE,25/02/2019,12/03/2019,15/03/2019,Public Housing,107,15,3,18,BRISBANE,MANSFIELD
4152,2,APARTMENT,28/02/2019,2/04/2019,3/04/2019,Public Housing,109,33,1,34,BRISBANE,CHATSWORTH
4102,2,APARTMENT,29/06/2018,18/07/2018,25/07/2018,Public Housing,107,19,7,26,BRISBANE,SOUTH BRISBANE
4102,2,APARTMENT,7/09/2018,4/10/2018,17/10/2018,Public Housing,107,27,13,40,BRISBANE,SOUTH BRISBANE
4178,2,ATTACHED HOUSING,14/08/2018,31/08/2018,3/09/2018,Public Housing,109,17,3,20,BRISBANE,LYTTON
4103,2,APARTMENT,14/02/2019,12/03/2019,13/03/2019,Public Housing,107,26,1,27,BRISBANE,MILLER
4108,3,DETACHED HOUSE,16/01/2019,21/01/2019,4/02/2019,Public Housing,107,5,14,19,BRISBANE,TOOHEY
4109,4,DETACHED HOUSE,14/02/2019,18/02/2019,25/02/2019,Public Housing,107,4,7,11,BRISBANE,STRETTON
4108,3,DETACHED HOUSE,16/01/2019,21/01/2019,21/01/2019,Public Housing,107,5,0,5,BRISBANE,TOOHEY
4178,2,ATTACHED HOUSING,2/07/2018,26/07/2018,26/07/2018,Public Housing,109,24,0,24,BRISBANE,LYTTON
4113,3,DETACHED HOUSE,14/02/2019,15/02/2019,19/02/2019,Public Housing,107,1,4,5,BRISBANE,TOOHEY
4054,3,DETACHED HOUSE,17/04/2018,23/07/2018,26/07/2018,Public Housing,108,97,3,100,BRISBANE,FERNY GROVE
4179,3,DETACHED HOUSE,20/05/2019,5/06/2019,10/06/2019,Public Housing,109,16,5,21,BRISBANE,LYTTON
4152,2,APARTMENT,22/06/2018,16/07/2018,30/07/2018,Public Housing,109,24,14,38,BRISBANE,CHATSWORTH
4152,1,APARTMENT,5/06/2019,18/06/2019,27/06/2019,Public Housing,109,13,9,22,BRISBANE,CHATSWORTH
4034,3,DETACHED HOUSE,28/08/2018,25/09/2018,17/10/2018,Public Housing,105,28,22,50,BRISBANE,NUDGEE
4051,2,APARTMENT,2/04/2019,16/04/2019,24/05/2019,Public Housing,108,14,38,52,BRISBANE,STAFFORD
4051,1,APARTMENT,15/10/2018,29/10/2018,1/11/2018,Public Housing,108,14,3,17,BRISBANE,STAFFORD
4051,2,APARTMENT,26/06/2018,10/07/2018,12/07/2018,Public Housing,108,14,2,16,BRISBANE,STAFFORD
4053,1,SENIOR UNIT,4/01/2019,18/01/2019,22/02/2019,Public Housing,105,14,35,49,BRISBANE,EVERTON
4059,2,APARTMENT,12/11/2018,4/12/2018,20/12/2018,Public Housing,108,22,16,38,BRISBANE,MCCONNEL
4178,3,DETACHED HOUSE,23/07/2018,21/08/2018,27/08/2018,Public Housing,109,29,6,35,BRISBANE,LYTTON
4169,2,APARTMENT,22/08/2018,7/09/2018,11/09/2018,Public Housing,108,16,4,20,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,11/01/2019,5/02/2019,1/03/2019,Public Housing,108,25,24,49,BRISBANE,SOUTH BRISBANE
4034,3,DETACHED HOUSE,21/05/2019,7/06/2019,12/06/2019,Public Housing,105,17,5,22,BRISBANE,ASPLEY
4178,2,DETACHED HOUSE,30/04/2019,29/05/2019,7/06/2019,Public Housing,109,29,9,38,BRISBANE,LYTTON
4169,1,APARTMENT,11/06/2018,2/07/2018,3/07/2018,Public Housing,108,21,1,22,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,6/08/2018,13/08/2018,20/08/2018,Public Housing,108,7,7,14,BRISBANE,SOUTH BRISBANE
4030,1,APARTMENT,15/01/2019,4/03/2019,4/03/2019,Public Housing,108,48,0,48,BRISBANE,CLAYFIELD
4030,1,APARTMENT,16/01/2019,31/01/2019,13/02/2019,Public Housing,108,15,13,28,BRISBANE,CLAYFIELD
4030,1,APARTMENT,20/06/2018,29/06/2018,10/07/2018,Public Housing,108,9,11,20,BRISBANE,CLAYFIELD
4169,2,APARTMENT,23/04/2019,10/05/2019,24/05/2019,Public Housing,108,17,14,31,BRISBANE,SOUTH BRISBANE
4109,2,APARTMENT,20/06/2018,18/07/2018,3/08/2018,Public Housing,107,28,16,44,BRISBANE,TOOHEY
4179,3,DETACHED HOUSE,8/04/2019,8/05/2019,9/05/2019,Public Housing,109,30,1,31,BRISBANE,LYTTON
4068,2,APARTMENT,2/10/2018,24/10/2018,8/11/2018,Public Housing,108,22,15,37,BRISBANE,MAIWAR
4068,1,APARTMENT,26/06/2018,10/07/2018,16/07/2018,Public Housing,108,14,6,20,BRISBANE,MAIWAR
4007,1,APARTMENT,8/03/2019,21/03/2019,22/03/2019,Public Housing,108,13,1,14,BRISBANE,CLAYFIELD
4173,2,APARTMENT,11/04/2019,10/05/2019,16/05/2019,Public Housing,109,29,6,35,BRISBANE,LYTTON
4051,2,APARTMENT,24/10/2018,8/11/2018,20/11/2018,Public Housing,108,15,12,27,BRISBANE,FERNY GROVE
4051,2,APARTMENT,13/05/2019,13/05/2019,13/05/2019,Public Housing,108,0,0,0,BRISBANE,FERNY GROVE
4051,2,APARTMENT,25/09/2018,16/10/2018,7/11/2018,Public Housing,108,21,22,43,BRISBANE,FERNY GROVE
4030,2,APARTMENT,21/08/2018,4/09/2018,5/09/2018,Public Housing,108,14,1,15,BRISBANE,CLAYFIELD
4051,2,APARTMENT,7/09/2018,24/09/2018,24/09/2018,Public Housing,108,17,0,17,BRISBANE,STAFFORD
4170,2,APARTMENT,11/03/2019,28/03/2019,17/04/2019,Public Housing,109,17,20,37,BRISBANE,BULIMBA
4034,2,APARTMENT,28/02/2019,4/03/2019,4/03/2019,Public Housing,105,4,0,4,BRISBANE,NUDGEE
4103,2,APARTMENT,29/06/2018,18/07/2018,30/07/2018,Public Housing,107,19,12,31,BRISBANE,MILLER
4012,2,APARTMENT,21/09/2018,5/10/2018,9/11/2018,Public Housing,105,14,35,49,BRISBANE,NUDGEE
4012,2,APARTMENT,6/09/2018,6/09/2018,6/09/2018,Public Housing,105,0,0,0,BRISBANE,NUDGEE
4171,2,APARTMENT,2/04/2019,15/04/2019,1/05/2019,Public Housing,109,13,16,29,BRISBANE,BULIMBA
4171,2,APARTMENT,22/05/2019,27/06/2019,28/06/2019,Public Housing,109,36,1,37,BRISBANE,BULIMBA
4113,4,DETACHED HOUSE,3/05/2018,14/06/2018,5/07/2018,Aboriginal and Torres Strait Islander Housing,107,42,21,63,BRISBANE,STRETTON
4152,3,DETACHED HOUSE,15/03/2019,28/03/2019,4/04/2019,Aboriginal and Torres Strait Islander Housing,107,13,7,20,BRISBANE,CHATSWORTH
4122,3,DETACHED HOUSE,27/08/2018,28/08/2018,28/08/2018,Aboriginal and Torres Strait Islander Housing,107,1,0,1,BRISBANE,MANSFIELD
4179,3,DETACHED HOUSE,18/06/2018,3/07/2018,5/07/2018,Aboriginal and Torres Strait Islander Housing,109,15,2,17,BRISBANE,LYTTON
4113,3,DETACHED HOUSE,1/04/2019,1/04/2019,1/04/2019,Aboriginal and Torres Strait Islander Housing,107,0,0,0,BRISBANE,STRETTON
4017,2,DETACHED HOUSE,29/05/2019,29/05/2019,29/05/2019,Aboriginal and Torres Strait Islander Housing,105,0,0,0,BRISBANE,SANDGATE
4034,3,DETACHED HOUSE,20/03/2019,4/04/2019,18/04/2019,Public Housing,105,15,14,29,BRISBANE,NUDGEE
4078,3,DETACHED HOUSE,3/09/2018,4/09/2018,7/09/2018,Public Housing,104,1,3,4,BRISBANE,INALA
